Id	Strong	Transliteration	Gloss	Definition	Category	Domain	References	spell-N	spell-n	spell-E	spell-G	spell-R	spell-T	spell-K	pc-N	pc-n	pc-E	pc-G	pc-R	pc-T	pc-K
אֱדוֹם	H0123	ʾĕdôm	Edom	people, land; Esau and descendants of Esau	PN	group; area	001025030 001032003 001036001 001036008 001036009 001036016 001036017 001036019 001036021 001036031 001036032 001036043 001036043 002015015 004020014 004020018 004020020 004020021 004020023 004021004 004024018 004033037 004034003 006015001 006015021 007005004 007011017 007011017 007011018 009014047 010008014 010008014 010008014 011009026 011011014 011011015 011011015 011011016 011022047 012003008 012003009 012003012 012003020 012003026 012008020 012008021 012008022 012014007 012014010 013001043 013001051 013001054 013018011 013018012 013018013 013018013 014008017 014021008 014021009 014021010 014025019 014025020 019060000 019060008 019060009 019083006 019108009 019108010 019137007 023011014 023034005 023034006 023063001 024009026 024025021 024027003 024040011 024049007 024049017 024049020 024049022 025004021 025004022 026025012 026025013 026025014 026025014 026032029 026035015 026036005 027011041 029003019 030001006 030001009 030001011 030002001 030009012 031001001 031001008 039001004	Edom	Edom	Edom	Edom	Edom	Edom	Edom	90	90	94	76	94	86	88
אֲדוֹמִי	H0130	ʾădômiy	Edomite	descendant or inhabitant of Edom	PN	group	005023007 009021007 009022009 009022018 009022022 011011001 011011014 011011017 012016006 014025014 014028017 019052000	Edomite	Edomite	Edomite	Edomites	Edomite	Edomite	Edomite	67	67	67	33	67	67	58
אַדּוֹן	H0114	ʾaddôn	Addon	town in Chaldea	PN	settlement	016007061	Addon	Addon	Addon	Addon	Addon	Addon	Addon	100	100	100	100	100	100	100
אָדוֹן	H0113	ʾādôn	lord, master, owner	man who is in a position of authority over someone else as that person's legal owner, employer, or sovereign	BE	people; authority	001018012 001023006 001023011 001023015 001024012 001024012 001024014 001024018 001024027 001024027 001024027 001024035 001024036 001024036 001024037 001024039 001024042 001024044 001024048 001024048 001024049 001024054 001024056 001024065 001031035 001032004 001032005 001032018 001033008 001033013 001033014 001033014 001033015 001039008 001042010 001043020 001044005 001044007 001044009 001044016 001044016 001044018 001044018 001044019 001044020 001044022 001044024 001044033 001045008 001045009 001047018 001047018 001047018 001047025 002021005 002032022 004011028 004012011 004032025 004032027 004036002 004036002 006005014 007004018 007006013 008002013 009001015 009001026 009001026 009016016 009022012 009024006 009024008 009024010 009025024 009025025 009025025 009025026 009025026 009025027 009025027 009025028 009025028 009025029 009025030 009025031 009025031 009025031 009025041 009026017 009026018 009026019 009029008 009030013 009030015 010001010 010003021 010004008 010009011 010011011 010011011 010013032 010013033 010014009 010014012 010014015 010014017 010014017 010014018 010014019 010014019 010014020 010014022 010015015 010015021 010015021 010016004 010016009 010018028 010018031 010018032 010019019 010019019 010019020 010019026 010019027 010019027 010019028 010019030 010019035 010019037 010024003 010024003 010024021 010024022 011001002 011001002 011001013 011001017 011001018 011001020 011001020 011001021 011001024 011001027 011001027 011001031 011001036 011001037 011001037 011002038 011003017 011003026 011018007 011018010 011018013 011020004 011020009 012002019 012004016 012004028 012005003 012005018 012005020 012005022 012006005 012006012 012006015 012006026 012008005 012008012 012010009 012018023 012018024 012018027 013021003 013021003 013021003 013021023 014002014 014002015 019012004 019105021 019110001 023036008 023036009 023036012 024022018 024034005 024037020 024038009 027001010 027010016 027010017 027010017 027010019 027012008 038001009 038004004 038004005 038004013 038006004 039001006 039001006	lord	lord	lord	Lord	lord	lord	lord	67	62	71	22	70	44	70
אֲדוֹרַיִם	H0115	ʾădôrayim	Adoraim	town in Judah	PN	settlement	014011009	Adoraim	Adoraim	Adoraim	Adoraim	Adoraim	Adoraim	Adoraim	100	100	100	100	100	100	100
אַדִּיר-1	H0117	ʾaddîr-1	mighty, majestic, noble	inspiring awe and respect because of one's beauty, size, strength, or status	AT	honor, respect, status	002015010 009004008 019008001 019008009 019016003 019076004 019093004 019093004 019136018 023010034 023033021 023033021 026017023 026032018 038011002	mighty	mighty	majestic	majestic	majestic	mighty	mighty	38	38	38	8	38	38	38
אַדִּיר-2	H0117	ʾaddîr-2	noble, leader, officer	person in a position of leadership, either within the community or within the army	BE	people; honor, respect, status	007005013 007005025 014023020 016003005 016010029 024014003 024025034 024025035 024025036 024030021 034002005 034003018	nobles	nobles	nobles	leaders	nobles	leaders	nobles	58	58	50	25	42	33	58
אֲדַלְיָא	H0118	ʾădalyāʾ	Adalia	son of Haman	PN	person	017009008	Adalia	Adalia	Adalia	Adalia	Adalia	Adalia	Adalia	100	100	100	100	100	100	100
אדם	H0119	ʾdm	to be dyed red	to give something a red color by dying it	RE	crafts; cloth	002025005 002026014 002035007 002035023 002036019 002039034	skins dyed red	skins dyed red		skin dyed red		skins dyed red	skins dyed red	100	100	0	100	0	100	83
אָדָם-1	H0121	ʾādām-1	Adam	first man, husband of Eve, father of Cain, Abel, and Seth	PN	person	001003017 001003021 001004025 001005001 001005003 001005004 001005005 013001001 018031033 028006007	Adam	Adam	Adam	Adam	Adam	Adam	Adam	80	80	90	70	90	90	90
אָדָם-2	H0121	ʾādām-2	Adam	location near the river Jordan near Zarethan	PN	settlement	006003016	Adam	Adam	Adam	Adam	Adam	Adam	Adam	100	100	100	100	100	100	100
אָדָם-3	H0120	ʾādām-3	man, human; humankind; human being(s)	human being as an individual or as a class of living creatures; associated with mortality	BE	people	001001026 001001027 001002005 001002007 001002007 001002008 001002015 001002016 001002018 001002019 001002019 001002020 001002020 001002021 001002022 001002022 001002023 001002025 001003008 001003009 001003012 001003020 001003022 001003024 001005001 001005002 001006001 001006002 001006003 001006004 001006005 001006006 001006007 001006007 001007021 001007023 001008021 001008021 001009005 001009005 001009006 001009006 001009006 001011005 001016012 002004011 002008017 002008018 002009009 002009010 002009019 002009022 002009025 002012012 002013002 002013013 002013015 002030032 002033020 003001002 003005003 003005004 003006003 003007021 003013002 003013009 003016017 003018005 003022005 003024017 003024020 003024021 003027028 003027029 004003013 004005006 004008017 004009006 004009007 004012003 004016029 004016029 004016032 004018015 004018015 004019011 004019013 004019014 004019016 004023019 004031011 004031026 004031028 004031030 004031035 004031040 004031046 004031047 005004028 005004032 005005024 005008003 005008003 005020019 005032008 006011014 006014015 007016007 007016011 007016017 007018007 007018028 009015029 009016007 009016007 009017032 009024009 009025029 009026019 010007014 010007019 010023003 010024014 011004031 011008038 011008039 011008046 011013002 012007010 012019018 012023014 012023020 013005021 013017017 013021013 013029001 014006018 014006029 014006030 014006036 014019006 014032019 016002010 016002012 016009029 018005007 018007020 018011012 018014001 018014010 018015007 018016021 018020004 018020029 018021004 018021033 018025006 018027013 018028028 018031033 018032021 018033017 018033023 018034011 018034015 018034029 018034030 018035008 018036025 018036028 018037007 018038026 019008004 019011004 019012001 019012008 019014002 019017004 019021010 019022006 019031019 019032002 019033013 019036006 019036007 019039005 019039011 019045002 019049002 019049012 019049020 019053002 019056011 019057004 019058001 019058011 019060011 019062009 019064009 019066005 019068018 019073005 019076010 019078060 019080017 019082007 019084005 019084012 019089047 019090003 019094010 019094011 019104014 019104023 019105014 019107008 019107015 019107021 019107031 019108012 019115004 019115016 019116011 019118006 019118008 019119134 019124002 019135008 019135015 019140001 019144003 019144004 019145012 019146003 020003004 020003013 020003013 020003030 020006012 020008004 020008031 020008034 020011007 020012003 020012014 020012023 020012027 020015011 020015020 020016001 020016009 020017018 020018016 020019003 020019011 020019022 020020006 020020024 020020025 020020027 020021016 020021020 020023028 020024009 020024012 020024030 020027019 020027019 020027020 020028002 020028012 020028014 020028017 020028023 020028028 020029023 020029025 020030002 020030014 021001003 021001013 021002003 021002008 021002012 021002018 021002021 021002021 021002022 021002024 021002026 021003010 021003011 021003013 021003018 021003019 021003019 021003021 021003022 021005019 021006001 021006007 021006010 021006011 021006012 021006012 021007002 021007014 021007020 021007028 021007029 021008001 021008006 021008008 021008009 021008009 021008011 021008015 021008017 021008017 021009001 021009003 021009012 021009012 021009015 021010014 021011008 021012005 021012013 023002009 023002011 023002017 023002020 023002022 023005015 023006011 023006012 023013012 023017007 023022006 023029019 023029021 023031003 023031008 023037019 023038011 023043004 023044011 023044013 023044015 023045012 023047003 023051012 023052014 023056002 023058005 024002006 024004025 024007020 024009022 024010014 024010023 024016020 024017005 024021006 024027005 024031027 024031030 024032019 024032020 024032043 024033005 024033010 024033010 024033012 024036029 024047002 024049015 024049018 024049033 024050003 024050040 024051014 024051017 024051043 024051062 025003036 025003039 026001005 026001008 026001010 026001026 026002001 026002003 026002006 026002008 026003001 026003003 026003004 026003010 026003017 026003025 026004001 026004012 026004015 026004016 026005001 026006002 026007002 026008005 026008006 026008008 026008012 026008015 026008017 026010008 026010014 026010021 026011002 026011004 026011015 026012002 026012003 026012009 026012018 026012022 026012027 026013002 026013017 026014003 026014013 026014013 026014017 026014019 026014021 026015002 026016002 026017002 026019003 026019006 026020003 026020004 026020011 026020013 026020021 026020027 026020046 026021002 026021006 026021009 026021012 026021014 026021019 026021028 026022002 026022018 026022024 026023002 026023036 026023042 026024002 026024016 026024025 026025002 026025013 026026002 026027002 026027013 026028002 026028002 026028009 026028012 026028021 026029002 026029008 026029011 026029018 026030002 026030021 026031002 026031014 026032002 026032013 026032018 026033002 026033007 026033010 026033012 026033024 026033030 026034002 026034031 026035002 026036001 026036010 026036011 026036012 026036013 026036014 026036017 026036037 026036038 026037003 026037009 026037011 026037016 026038002 026038014 026038020 026039001 026039015 026039017 026040004 026041019 026043007 026043010 026043018 026044005 026044025 026047006 027008016 027008017 027010016 027010018 028006007 028009012 028011004 028013002 029001012 030004013 032003007 032003008 032004011 033002012 033005005 033005007 033006008 033007002 035001014 035002008 035002017 036001003 036001003 036001017 037001011 038002004 038008010 038008010 038009001 038011006 038012001 038013005 039003008	man	man	man	man	man	man	man	29	57	67	21	67	30	74
אֹדֶם	H0124	ʾodem	ruby; carnelian	(semi-)precious stone of a red color, possibly ruby or carnelian	RE	gemstones	002028017 002039010 026028013	carnelian	ruby	carbuncle and	ruby	carnelian	ruby	carbuncle and	100	100	33	67	33	100	33
אַדְמָה	H0126	ʾadmāh	Admah	one of the 5 cities in the plain which included Sodom and Gomorrah	PN	settlement	001010019 001014002 001014008 005029023 028011008	Admah	Admah	Admah	Admah	Admah	Admah	Admah	100	100	100	100	100	100	100
אֲדָמָה	H0128	ʾădāmāh	Adamah	fortified town; territory of Naphtali	PN	settlement	006019036	Adamah	Adamah	Adamah	Adamah	Adamah	Adamah	Adamah	100	100	100	100	100	100	100
אֲדָמִי הַנֶּקֶב	H0129	ʾădāmiy hanneqeb	Adami Nekeb	town in Naphtali	PN	settlement	006019033	Adami Nekeb	Adami Nekeb	Adami-nekeb	Adaminekeb	Adami-nekeb	Adami Nekeb	Adami Nekeb	100	100	100	100	100	100	100
אֲדֻמִּים	H0131	ʾădummîm	Adummim	ascent, pass; between Jerusalem and Jericho	PN	nature	006015007 006018017	Adummim	Adummim	Adummim	Adummim	Adummim	Adummim	Adummim	100	100	100	100	100	100	100
אַדְמָתָא	H0133	ʾadmātāʾ	Admatha	adviser to Ahasuerus	PN	person	017001014	Admatha	Admatha	Admatha	Admatha	Admatha	Admatha	Admatha	100	100	100	100	100	100	100
אַדָּן	H0135	ʾaddān	Addan	town in Chaldea	PN	settlement	015002059	Addon	Addon	Addan	Addan	Addan	Addon	Addan	100	100	100	100	100	100	100
אֲדֹנָי	H0136	ʾădonāy	Lord, Master (only to refer to God)	way of addressing God as one's master and lord	BE	supernatural beings and powers; titles	001015002 001015008 001018003 001018027 001018030 001018031 001018032 001020004 002004010 002004013 002005022 002015017 002034009 002034009 004014017 005003024 005009026 006007007 006007008 007006015 007006022 007013008 007016028 010007018 010007019 010007019 010007020 010007022 010007028 010007029 011002026 011003010 011003015 011008053 011022006 012007006 012019023 015010003 016001011 016004014 018028028 019002004 019016002 019022030 019030008 019035017 019035022 019035023 019037013 019038009 019038015 019038022 019039007 019040017 019044023 019051015 019054004 019055009 019057009 019059011 019062012 019066018 019068011 019068017 019068019 019068020 019068022 019068032 019069006 019071005 019071016 019073020 019073028 019077002 019077007 019078065 019079012 019086003 019086004 019086005 019086008 019086009 019086012 019086015 019089049 019089050 019090001 019090017 019109021 019110005 019130002 019130003 019130006 019140007 019141008 023003015 023003017 023003018 023004004 023006001 023006008 023006011 023007007 023007014 023007020 023008007 023009008 023009017 023010012 023010023 023010024 023011011 023021006 023021008 023021016 023022005 023022012 023022014 023022015 023025008 023028002 023028016 023028022 023029013 023030015 023030020 023037024 023038014 023038016 023040010 023048016 023049014 023049022 023050004 023050005 023050007 023050009 023052004 023056008 023061001 023061011 023065013 023065015 024001006 024002019 024002022 024004010 024007020 024014013 024032017 024032025 024044026 024046010 024046010 024049005 024050025 024050031 025001014 025001015 025001015 025002001 025002002 025002005 025002007 025002018 025002019 025002020 025003031 025003036 025003037 025003058 026002004 026003011 026003027 026004014 026005005 026005007 026005008 026005011 026006003 026006003 026006011 026007002 026007005 026008001 026009008 026011007 026011008 026011013 026011016 026011017 026011021 026012010 026012019 026012023 026012025 026012028 026012028 026013003 026013008 026013008 026013009 026013013 026013016 026013018 026013020 026014004 026014006 026014011 026014014 026014016 026014018 026014020 026014021 026014023 026015006 026015008 026016003 026016008 026016014 026016019 026016023 026016030 026016036 026016043 026016048 026016059 026016063 026017003 026017009 026017016 026017019 026017022 026018003 026018009 026018023 026018025 026018029 026018030 026018032 026020003 026020003 026020005 026020027 026020030 026020031 026020033 026020036 026020039 026020040 026020044 026020047 026020049 026021007 026021009 026021013 026021024 026021026 026021028 026022003 026022012 026022019 026022028 026022031 026023022 026023028 026023032 026023034 026023035 026023046 026023049 026024003 026024006 026024009 026024014 026024021 026024024 026025003 026025003 026025006 026025008 026025012 026025013 026025014 026025015 026025016 026026003 026026005 026026007 026026014 026026015 026026019 026026021 026027003 026028002 026028006 026028010 026028012 026028022 026028024 026028025 026029003 026029008 026029013 026029016 026029019 026029020 026030002 026030006 026030010 026030013 026030022 026031010 026031015 026031018 026032003 026032008 026032011 026032014 026032016 026032031 026032032 026033011 026033017 026033020 026033025 026033027 026034002 026034008 026034010 026034011 026034015 026034017 026034020 026034030 026034031 026035003 026035006 026035011 026035014 026036002 026036003 026036004 026036004 026036005 026036006 026036007 026036013 026036014 026036015 026036022 026036023 026036032 026036033 026036037 026037003 026037005 026037009 026037012 026037019 026037021 026038003 026038010 026038014 026038017 026038018 026038021 026039001 026039005 026039008 026039010 026039013 026039017 026039020 026039025 026039029 026043018 026043019 026043027 026044006 026044009 026044012 026044015 026044027 026045009 026045009 026045015 026045018 026046001 026046016 026047013 026047023 026048029 027001002 027009003 027009004 027009007 027009009 027009015 027009016 027009017 027009019 027009019 027009019 030001008 030003007 030003008 030003011 030003013 030004002 030004005 030005003 030005016 030006008 030007001 030007002 030007004 030007004 030007005 030007006 030007007 030007008 030008001 030008003 030008009 030008011 030009001 030009005 030009008 031001001 033001002 033001002 035003019 036001007 038009004 038009014 039001012 039001014	Lord	Lord	Lord	Lord	Lord	LORD	Lord	98	98	100	90	99	70	89
אֲדֹנִי־בֶזֶק	H0137	ʾădoniy-bezeq	Adoni-Bezek	king of Bezek; time of the Judges	PN	person	007001005 007001006 007001007	Adoni-Bezek	Adoni-Bezek	Adoni-bezek	Adonibezek	Adoni-bezek	Adoni-Bezek	Adoni-bezek	100	100	100	67	100	100	100
