LookupKey	Id	Gloss	Definition	spell-N	Category	Domain	Priority
adultery	μοιχός (DC)	adulterer	NEW		BE	person	19
adummim	אֲדֻמִּים	Adummim	ascent, pass; between Jerusalem and Jericho	Adummim	PN	nature	1
adversary	ἀντιδικος	adversary; enemy	the Devil, described as someone who is actively and continuously hostile towards others	enemy	BE	supernatural beings and powers	10
advice	עֵצָה	counsel, advice, plan	counsel, advice, plan	advice	AT	wisdom, understanding	11
advocate	παράκλητος	Helper, Encourager, Advocate	one who may be called upon to provide help or assistance	Advocate	BE	supernatural beings and powers; titles; help, protect, save	10
aeneas	Αἰνέας	Aeneas	a person who was healed by Peter	Aeneas	PN	person	5
aenon	Αἰνών	Aenon	a place where John the Baptist was baptizing	Aenon	PN	area	0
aesora	Αισωρα (DC)	Aesora	town; eastern part of Samaria		PN	settlement	4
affection	σπλάγχνον	affection	the psychological faculty of desire, intent, and feeling	affection	AT	attitudes and emotions; compassion	10
affectionaddlove	φιλαδελφία	love for one's fellow believer; affection for a fellow believer	affection for one's fellow believer in Christ	affection love	AT	kinship; affection	14
affectionlove	φιλαδελφία	love for one's fellow believer; affection for a fellow believer	affection for one's fellow believer in Christ	affection love	AT	kinship; affection	14
affectionunselfishlove	φιλαδελφία	love for one's fellow believer; affection for a fellow believer	affection for one's fellow believer in Christ	affection love	AT	kinship; affection	14
affectionwithlove	φιλαδελφία	love for one's fellow believer; affection for a fellow believer	affection for one's fellow believer in Christ	affection love	AT	kinship; affection	14
affliction	תְּחִנָּה-1	supplication	effort to try to win a favorable attitude from someone else by approaching that person in a very humble way	supplication	AT		15
afig	ὄλυνθος	late fig	fruit of the fig tree, produced late in the summer season (and often falling off before it ripens)	a fig	FL	fruits	10
after	ἀδελφή (DC)	sister	NEW		BE	people; kinship	14
afterthelaw	παρανομέω	disobey, break the law, violate the law	to act contrary to established custom or law, with the implication of intent	violate the law	MI	morals and ethics	14
agabus	Ἅγαβος	Agabus	a Christian prophet from Judea	Agabus	PN	person	5
agag	אֲגַג-1	Agag	man	Agag	PN	person	6
agag	אֲגַג-2	Agag	king of Amalek	Agag	PN	person	6
agag	אֲגָגִי	Agagite	descendant of Agag	Agagite	PN	person	10
agagite	אֲגָגִי	Agagite	descendant of Agag	Agagite	PN	person	6
again	עִיר-4	agitation, shock, alarm, rage	state of being deeply upset, which may have different causes, and may therefore express itself in different ways, such as anger, fear, etc.; applies to human, divine	again	AT		11
again	ἔνδυσις (DC)	train	
    		RE		14
against	χρίω	anoint, assign, appoint	to assign a person to a task, with the implication of supernatural sanction, blessing, and endowment	anointed	RI	anoint	14
against	חֵטְא-2	guilt	state of being responsible for a wrongful act against God or someone else, whether committed on purpose or not; may require atonement, restitution, and/or retribution	guilty	AT	guilt, responsibility; morals and ethics	15
against	שׂכל	have insight, prudence	have a superior mental power of discernment and understanding	prudent	AT	wisdom, understanding	15
againsttheprince	שַׂר-2	patron-angel; guardian angel; heavenly commander; (God as) prince	supernatural being of high status; sometimes denoting God Himself	go the prince	BE	supernatural beings and powers	15
agar	Ἁγάρ	Hagar	the handmaid of Sarah and the concubine of Abraham and mother of Ishmael	Hagar	PN	person	9
agate	שְׁבוֹ	agate	(semi-)precious stone with various curved layers of different colors; possibly variety of chalcedony: agate	agate	RE	gemstones	11
agazelle	צְבִי	male gazelle	small- to medium-sized antelope, inhabiting savannah plains and semideserts; reddish brown in color with small horns; long-legged, graceful, and an expert jumper; lives in small herds; Gazella dorcas or Gazella arabica; clean and can be eaten; associated with speed, grace, beauty, male virility, and fertility	a gazelle	FA	mammals; wild animals	11
agazelle	צְבִיָּה	female gazelle	small- to medium-sized antelope, inhabiting savannah plains and semideserts; reddish brown in color with small horns (with exception of female impala); long-legged, graceful, and an expert jumper; lives in small herds; female is sexually active at one year; high rate of reproduction; Gazella dorcas or Gazella arabica; clean and can be eaten; associated with speed, grace, beauty, female sexuality, and fertility	a gazelle	FA	mammals; wild animals	11
age	αἰών	universe; age; era	the universe, perhaps with some associated meaning of eon or age in the sense of the transitory nature of the universe	age	AT	universe	10
agee	אָגֵא	Agee	father of Shammah, warrior, time of king David	Agee	PN	person	6
agoldring	χρυσοδακτύλιος	wearing a gold ring	pertaining to the wearing of a gold ring	wearing a gold	RE	artifacts; ornaments	14
agrippa	Ἀγρίππας	Agrippa	Herod Agrippa II, the son of Herod Agrippa I	Agrippa	PN	person	5
agur	אָגוּר	Agur	a wise man, son of Jakeh	Agur	PN	person	6
ahab	אַחְאָב-1	Ahab	son of Omri; king of Israel (874/73-853)	Ahab	PN	person	6
ahab	אַחְאָב-2	Ahab	false prophet; time of Jeremiah	Ahab	PN	person	6
ahab	אֶחָב	Ahab	false prophet; time of Jeremiah	Ahab	PN	person	6
aharah	אַחְרַח	Aharah	son of Benjamin	Aharah	PN	person	6
aharhel	אֲחַרְחֵל	Aharhel	son of Harum; tribe of Judah	Aharhel	PN	person	6
ahasai	אַחְזַי	Ahzai	son of Meshillemoth (Meshillemith); ancestor of Amashsai (Maasai), priest	Ahzai	PN	person	10
ahasbai	אֲחַסְבַּי	Ahasbai	from Maacah; warrior; time of king David	Ahasbai	PN	person	6
ahasuerus	אֲחַשְׁוֵרוֹשׁ	Ahasuerus, Xerxes	king of Persia	Xerxes	PN	person	6
ahava	אַהֲוָא	Ahava	location and river; Chaldea	Ahava	PN	area; nature	1
ahaz	Ἀχάζ	Ahaz	a person in the genealogy of Jesus	Ahaz	PN	person	5
ahaz	אָחָז-1	Ahaz	son of Jotam; king of Judah (732/31-716/15)	Ahaz	PN	person	6
ahaz	אָחָז-2	Ahaz	son of Micah; tribe of Benjamin	Ahaz	PN	person	6
ahaziah	רָמָה-5	Ramah	town; Gilead	Ramoth	PN	settlement	5
ahaziah	אֲחַזְיָה-1	Ahaziah	son of Ahab; king of Israel (853-852)	Ahaziah	PN	person	6
ahaziah	אֲחַזְיָה-2	Ahaziah	son of Joram; king of Judah (841)	Ahaziah	PN	person	6
ahaziah	אֲחַזְיָהוּ-1	Ahaziah	son of Ahab; king of Israel (853-852)	Ahaziah	PN	person	6
ahaziah	אֲחַזְיָהוּ-2	Ahaziah	son of Joram; king of Judah (841)	Ahaziah	PN	person	6
ahban	אַחְבָּן	Ahban	descendant of Jerahmeel; tribe of Judah	Ahban	PN	person	6
ahedge	מְשֻׂכָה	thorn hedge	hedge of thorns, thistles, briers; מְשׂוּכָּה	thorns but the	FL	weeds and thorns	15
ahi	אֲחִי-1	Ahi	son of Abdiel; tribe of Gad	Ahi	PN	person	6
ahi	אֲחִי-2	Ahi	son of Shemer; tribe of Asher	Ahi	PN	person	6
ahiah	אֲחִיָּה-9	Ahijah	chief; after exile	Ahiah	PN	person	6
ahiah	אֲחִיָּה-1	Ahijah	son of Ahitub; descendant of Eli; priest	Ahijah	PN	person	10
ahiah	אֲחִיָּה-2	Ahijah	son of Shisha; secretary of king Solomon	Ahijah	PN	person	10
ahiah	אֲחִיָּה-6	Ahijah	son of Ehud; tribe of Benjamin	Ahijah	PN	person	10
ahiam	אֲחִיאָם	Ahiam	son of Sachar, Sharar; warrior; time of king David	Ahiam	PN	person	6
ahian	אַחְיָן	Ahian	son of Shemida; tribe of Manasseh	Ahian	PN	person	6
ahiezer	אֲחִיעֶזֶר-1	Ahiezer	son of Ammishaddai; chief; tribe of Dan; time of Moses	Ahiezer	PN	person	6
ahiezer	אֲחִיעֶזֶר-2	Ahiezer	man; tribe of Benjamin	Ahiezer	PN	person	6
ahihud	אֲחִיהוּד	Ahihud	son of Shelomi; chief; tribe of Asher	Ahihud	PN	person	6
ahihud	אֲחִיחֻד	Ahihud	son of Gera; tribe of Benjamin	Ahihud	PN	person	6
ahijah	אֲחִיָּה-1	Ahijah	son of Ahitub; descendant of Eli; priest	Ahijah	PN	person	6
ahijah	אֲחִיָּה-2	Ahijah	son of Shisha; secretary of king Solomon	Ahijah	PN	person	6
ahijah	אֲחִיָּה-3	Ahijah	prophet; time of king Jeroboam	Ahijah	PN	person	6
ahijah	אֲחִיָּה-4	Ahijah	father of Baasha, king of Israel	Ahijah	PN	person	6
ahijah	אֲחִיָּה-5	Ahijah	son of Jerahmeel; tribe of Judah	Ahijah	PN	person	6
ahijah	אֲחִיָּה-6	Ahijah	son of Ehud; tribe of Benjamin	Ahijah	PN	person	6
ahijah	אֲחִיָּה-7	Ahijah	warrior; time of king David	Ahijah	PN	person	6
ahijah	אֲחִיָּה-8	Ahijah	Levite; time of king David		PN	person	6
ahijah	אֲחִיָּהוּ	Ahijah	prophet; time of Jeroboam	Ahijah	PN	person	6
ahijah	אֲחִיָּה-9	Ahijah	chief; after exile	Ahiah	PN	person	10
ahikam	אֲחִיקָם	Ahikam	son of Shaphan; official; time of king Josiah; father of Gedaliah, governor of Judah, time of exile	Ahikam	PN	person	6
ahikar	Αχιαχαρος (DC)	Ahikar	governor of Assyria under Esarhaddon, uncle of Tobit		PN	person	9
ahikar	Αχικαρος (DC)	Ahikar	governor of Assyria under Esarhaddon, uncle of Tobit		PN	person	9
ahikar	Αχιχαρος (DC)	Ahikar	governor of Assyria under Esarhaddon, uncle of Tobit		PN	person	9
ahikar	Αχίκαρος (DC)	Ahikar	governor of Assyria under Esarhaddon, uncle of Tobit		PN	person	9
ahilud	אֲחִילוּד-1	Ahilud	father of Jehoshapat, recorder; time of David	Ahilud	PN	person	6
ahilud	אֲחִילוּד-2	Ahilud	father of Baana, district governor; time of Solomon	Ahiludin	PN	person	6
ahiludin	אֲחִילוּד-2	Ahilud	father of Baana, district governor; time of Solomon	Ahiludin	PN	person	10
ahimaaz	אֲחִימַעַץ-1	Ahimaaz	father of Ahinoam, wife of Saul	Ahimaaz	PN	person	6
ahimaaz	אֲחִימַעַץ-2	Ahimaaz	son of Zadok; high priest; tribe of Levi	Ahimaaz	PN	person	6
ahimaaz	אֲחִימַעַץ-3	Ahimaaz	governor; time of Solomon	Ahimaazin	PN	person	6
ahimaazin	אֲחִימַעַץ-3	Ahimaaz	governor; time of Solomon	Ahimaazin	PN	person	10
ahiman	אֲחִימַן-1	Ahiman	giant; descendant of Anak	Ahiman	PN	person	6
ahiman	אֲחִימַן-2	Ahiman	gatekeeper; after exile	Ahiman	PN	person	6
ahimelech	אֲבִימֶלֶךְ-3	Abimelech	son of Abiathar; priest from tribe of Levi	Ahimelek	PN	person	6
ahimelech	אֲחִימֶלֶךְ-1	Ahimelech	son of Ahitub; father of Abiathar; priest; time of king David	Ahimelek	PN	person	6
ahimelech	אֲחִימֶלֶךְ-2	Ahimelech	Hittite; warrior; time of king David	Ahimelek	PN	person	6
ahimelech	אֲחִימֶלֶךְ-3	Ahimelech	son of Abiathar; priest; time of king David	Ahimelek	PN	person	6
ahimelek	אֲבִימֶלֶךְ-3	Abimelech	son of Abiathar; priest from tribe of Levi	Ahimelek	PN	person	10
ahimelek	אֲחִימֶלֶךְ-1	Ahimelech	son of Ahitub; father of Abiathar; priest; time of king David	Ahimelek	PN	person	10
ahimelek	אֲחִימֶלֶךְ-2	Ahimelech	Hittite; warrior; time of king David	Ahimelek	PN	person	10
ahimelek	אֲחִימֶלֶךְ-3	Ahimelech	son of Abiathar; priest; time of king David	Ahimelek	PN	person	10
ahimoth	אֲחִימוֹת	Ahimoth	son of Elkanah; tribe of Levi	Ahimoth	PN	person	6
ahinadab	אֲחִינָדָב	Ahinadab	son of Iddo; official; time of king Solomon	Ahinadab	PN	person	6
ahinoam	אֲחִינֹעַם-1	Ahinoam	daughter of Ahimaaz; wife of Saul	Ahinoam	PN	person	6
ahinoam	אֲחִינֹעַם-2	Ahinoam	wife of David; from Jezreel	Ahinoam	PN	person	6
ahio	אַחְיוֹ-1	Ahio	son of Abinadab	Ahio	PN	person	6
ahio	אַחְיוֹ-2	Ahio	son of Beria; family head; tribe of Benjamin	Ahio	PN	person	6
ahio	אַחְיוֹ-3	Ahio	son of Jeiel; tribe of Benjamin	Ahio	PN	person	6
ahira	אֲחִירַע	Ahira	son of Enan; chief; tribe of Naphtali; time of Moses	Ahira	PN	person	6
ahiram	אֲחִירָם	Ahiram	son of Benjamin	Ahiram	PN	person	6
ahiram	אֲחִירָמִי	Ahiramite	descendant of Ahiram, son of Benjamin	Ahiramite	PN	person	10
ahiramite	אֲחִירָמִי	Ahiramite	descendant of Ahiram, son of Benjamin	Ahiramite	PN	person	10
ahiramites	אֲחִירָמִי	Ahiramite	descendant of Ahiram, son of Benjamin	Ahiramite	PN	person	6
ahisamach	אֲחִיסָמָךְ	Ahisamach	father of Oholiab; tribe of Dan	Ahisamak	PN	person	6
ahisamak	אֲחִיסָמָךְ	Ahisamach	father of Oholiab; tribe of Dan	Ahisamak	PN	person	10
ahishahar	אֲחִישַׁחַר	Ahishahar	son of Bilhan; tribe of Benjamin	Ahishahar	PN	person	6
ahishar	אֲחִישָׁר	Ahishar	official; time of king Solomon	Ahisharpalace	PN	person	6
ahisharin	אֲחִישָׁר	Ahishar	official; time of king Solomon	Ahisharpalace	PN	person	10
ahisharpalace	אֲחִישָׁר	Ahishar	official; time of king Solomon	Ahisharpalace	PN	person	10
ahithophel	אֲחִיתֹפֶל	Ahithophel	from Giloh; counselor of king David	Ahithophel	PN	person	6
ahitub	אֲחִיטוּב-1	Ahitub	son of Phinehas; priest; tribe of Levi	Ahitub	PN	person	6
ahitub	אֲחִיטוּב-2	Ahitub	son of Amariah; high priest; tribe of Levi	Ahitub	PN	person	6
ahitub	אֲחִיטוּב-3	Ahitub	son of Amariah; high priest; tribe of Levi	Ahitub	PN	person	6
ahitub	אֲחִיטוּב-4	Ahitub	priest; tribe of Levi	Ahitub	PN	person	6
ahitub	Αχιτωβ (DC)	Ahitub	NEW		PN	person	9
ahlab	אַחְלָב	Ahlab	town; territory of Asher	Ahlab	PN	settlement	1
ahlai	אַחְלַי-1	Ahlai	descendant of Jerahmeel; tribe of Judah	Ahlai	PN	person	6
ahlai	אַחְלַי-2	Ahlai	father of Zabad, warrior, time of king David	Ahlai	PN	person	6
ahoah	אֲחוֹחַ	Ahoah	son of Bela; tribe of Benjamin	Ahoah	PN	person	6
ahoh	אֲחוֹחִי	Ahohite	descendant of Ahoah; tribe of Benjamin	Ahohite	PN	person	10
ahohite	אֲחוֹחִי	Ahohite	descendant of Ahoah; tribe of Benjamin	Ahohite	PN	person	6
aholah	אָהֳלָה	Oholah	woman; symbol of Samaria	Oholah	PN	person	10
aholiab	אָהֳלִיאָב	Oholiab	son of Ahisamach; craftsman working on tabernacle; tribe of Dan	Oholiab	PN	person	10
aholibah	אָהֳלִיבָה	Oholibah	woman; symbol of Jerusalem	Oholibah	PN	person	10
aholibamah	אָהֳלִיבָמָה-1	Oholibamah	daughter of Anah; wife of Esau	Oholibamah	PN	person	10
aholibamah	אָהֳלִיבָמָה-2	Oholibamah	chief of Edom	Oholibamah	PN	person	10
ahook	ἄγκιστρον	fish hook	small, curved piece of metal or bone or even a strong thorn, with a sharp point on one end, usually with a barb just behind the point, and a loop or bend on the other end to which a fishing line can be attached; used with some bait attached to it in order to attract a fish	fish you	RE	artifacts	10
ahumai	אֲחוּמַי	Ahumai	son of Jahath; tribe of Judah	Ahumai	PN	person	6
ahuzam	אֲחֻזָּם	Ahuzzam	son of Ashhur; tribe of Judah	Ahuzzam	PN	person	10
ahuzzah	אֲחֻזַּת	Ahuzzath	adviser to Abimelech	Ahuzzath	PN	person	10
ahuzzam	אֲחֻזָּם	Ahuzzam	son of Ashhur; tribe of Judah	Ahuzzam	PN	person	6
ahuzzath	אֲחֻזַּת	Ahuzzath	adviser to Abimelech	Ahuzzath	PN	person	6
ahzai	אַחְזַי	Ahzai	son of Meshillemoth (Meshillemith); ancestor of Amashsai (Maasai), priest	Ahzai	PN	person	6
ai	עַי-1	Ai	town; territory of Ephraim	Ai	PN	settlement	1
ai	עַי-2	Ai	town	Ai	PN	settlement	1
aiah	אַיָּה-2	Aiah	son of Zibeon; descendant of Seir	Aiah	PN	person	6
aiah	אַיָּה-3	Aiah	father of Rizpah, concubine of Saul	Aiah	PN	person	6
aiath	עַיַּת	Aiath	town; territory of Ephraim	Aiath	PN	settlement	1
aijalon	אַיָּלוֹן-1	Aijalon	town; for Levites; territory of Dan, Ephraim	Aijalon	PN	settlement	1
aijalon	אַיָּלוֹן-2	Aijalon	town; territory of Zebulun	Aijalon	PN	settlement	1
ain	עַיִן-1	Ain	location along eastern boundary of Israel	Ain	PN	locale	1
ain	עַיִן-2	Ain	town; territory of Judah	Ain	PN	settlement	1
ain	עַיִן-3	Ain	town; territory of Simeon	Ain	PN	settlement	1
aithey	עַיַּת	Aiath	town; territory of Ephraim	Aiath	PN	settlement	5
akan	עֲקָן	Akan	son of Ezer; descendant of Seir	Akan	PN	person	6
akbor	עַכְבּוֹר-1	Achbor	father of Baal-Hanan, king of Edom	Akbor	PN	person	10
akbor	עַכְבּוֹר-2	Achbor	son of Micaiah; official; time of king Josiah	Akbor	PN	person	10
akbor	עַכְבּוֹר-3	Achbor	father of Elnathan, official, time of king Jehoiakim	Akbor	PN	person	10
akeldama	Ἁκελδαμάχ	Akeldama	(an Aramaic term meaning field of blood) a piece of land, probably south of the valley of Hinnom outside Jerusalem, which was bought with Judas' money	Akeldama	PN	area	0
akim	Ἀχίμ	Achim	a person in the genealogy of Jesus	Akim	PN	person	9
akkad	אַכַּד	Accad	town; Mesopotamia	Akkad	PN	settlement	1
akko	עַכּוֹ	Acco	town; territory of Asher	Akko	PN	settlement	5
akkub	עַקּוּב-1	Akkub	descendant of Zerubbabel; tribe of Judah	Akkub	PN	person	6
akkub	עַקּוּב-2	Akkub	gatekeeper; after exile	Akkub	PN	person	6
akkub	עַקּוּב-3	Akkub	family head; gatekeepers; after exile	Akkub	PN	person	6
akkub	עַקּוּב-4	Akkub	head of a family of temple servants; after exile	Akkub	PN	person	6
